TCP,EEBO,VID,STC,Status,Author,Name 1,Name 2,Gender (manual),Name 3,Date,Title,Terms,Pages
K033792.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1795,King Dionysius and Squire Damocles: a new song on an old story. Proper to be sung at all feasts and merry-makings.,,1
K034904.000,,,,Free,"Sharp, Granville, 1735-1813.",Sharp, Granville, Granville, 1735-1813.,1794,"A general plan for laying out towns and townships, on the new-acquired lands in the East Indies, America, or elsewhere; in order to promote cultivation,",,23
K035269.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,Dan and Jane: or faith and works. A tale.,,7
K035594.000,,,,Free,"Hayley, William, 1745-1820.",Hayley, William,male, 1745-1820.,1795,"An elegy on the death of the Honourable Sir William Jones: a judge of the Supreme Court of Judicature in Bengal, and President of the Asiatic Society. By William Hayley, Esq.",,39
K035639.000,,,,Free,"Smith, Charlotte Turner, 1749-1806.",Smith, Charlotte Turner,female, 1749-1806.,1793,"The emigrants, a poem, in two books. By Charlotte Smith",,67
K035834.000,,,,Free,"Holman, J. G. (Joseph George), 1764-1817.",Holman, J. G. (Joseph George), J. G. (Joseph George), 1764-1817.,1796,"Abroad and at home: A comic opera, in three acts. Now performing at the Theatre-Royal, Covent-Garden. By J. G. Holman,.",,90
K036086.000,,,,Free,"Earle, James, Sir, 1755-1817.",Earle, James,male," Sir, 1755-1817.",1799,"An essay on the means of lessening the effects of fire on the human body, by James Earle, Esq; F.R.S.",,48
K036193.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1791,An estimate of the religion of the fashionable world: By one of the laity.,,269
K036286.000,,,,Free,"Wakefield, Gilbert, 1756-1801.",Wakefield, Gilbert, Gilbert, 1756-1801.,1794,"An examination of The age of reason: or an investigation of true and fabulous theology, by Thomas Paine: by Gilbert Wakefield, ...",,63
K036542.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1797,"The cottage cook: or, Mrs. Jones's cheap dishes; shewing the way to do much good with little money.",,16
K036704.000,,,,Free,"Morton, Thomas, 1764-1838.",Morton, Thomas,male, 1764-1838.,1797,"A cure for the heart-ache: a comedy, in five acts, as performed at the Theatre-Royal, Covent-Garden by Thomas Morton, ...",,75
K037200.000,,,,Free,"Cumberland, Richard, 1732-1811.",Cumberland, Richard,male, 1732-1811.,1797,"False impressions: a comedy in five acts. Performed at the Theatre Royal, Covent Garden. By Richard Cumberland, Esq.",,79
K037476.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"The good militia man: or, the man that is worth a host, being a new song, by honest Dan the plough-boy turned soldier.",,7
K037587.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"The Hackney coachman; or, the way to get a good fare",,7
K037725.000,,,,Free,"Holcroft, Thomas, 1745-1809.",Holcroft, Thomas,male, 1745-1809.,1798,"He's much to blame: a comedy: in five acts. As performed at the Theatre Royal, Covent Garden.",,96
K037818.000,,,,Free,"More, Hannah, 1745-1833.; Jones, Charles, footman.",More, Hannah,female," 1745-1833.; Jones, Charles, footman.",1796,"The history of Charles Jones, the footman: Written by himself.",,16
K037835.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,The history of idle Jack Brown: ... being the third part of The two shoemakers.; Two shoemakers.,,22
K037858.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"The history of Mary Wood: The house-maid. Or, the danger of false excuses.",,23
K037864.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1797,The history of Mr. Fantom: the new fashioned philosopher and his man William.,,24
K037936.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1795,The history of Tom White: the postilion. Part I.,,26
K038348.000,,,,Free,"Cunningham, John, of Deptford.",Cunningham, John,male, of Deptford.,1789,"An inquiry into the Copernican system respecting the motions of the heavenly bodies, wherein it is proved, in the clearest manner, that the earth has only her diurnal motion, and that the sun revolves round the world; ... By John Cunningham",,75
K038447.000,,,,Free,"Colman, George, 1762-1836.",Colman, George,male, 1762-1836.,1796,"The iron chest: a play; in three acts. Written by George Colman, the younger. With a preface. First represented at the Theatre-Royal, Drury-Lane, on Saturday, 12th March, 1796.",,122
K038487.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"The lady and the pye; or, know thyself",,7
K038591.000,,,,Free,"Garnett, Thomas, 1766-1802.",Garnett, Thomas,male, 1766-1802.,1797,"A lecture on the preservation of health: By T. Garnett, ...",,78
K038710.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1791,"A letter from Mr. Burke, to a member of the National Assembly: in answer to some objections to his book on French affairs.",,77
K038746.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1792,"A letter from the Right Hon. Edmund Burke, M.P. in the kingdom of Great Britain, to Sir Hercules Langrishe: Bart. M.P. on the subject of Roman Catholics of Ireland, and the propriety of admitting them to the elective franchise, consistently with the principles of the constitution as established at the Revolution.",,87
K038748.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1797,"A letter from the Right Hon. Edmund Burke to His Grace the Duke of Portland, on the conduct of the minority in Parliament, containing fifty-four articles of impeachment against the Right Hon. C. J. Fox. From the original copy, in the possession of the noble Duke",,66
K038763.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1797,"A letter from the Rt. Honourable Edmund Burke to His Grace the Duke of Portland: on the conduct of the minority in Parliament. Containing fifty-four articles of impeachment against the Rt. Hon. C. J. Fox. From the original copy, in the possession of the noble duke.",,98
K039838.000,,,,Free,"Hayley, William, 1745-1820.",Hayley, William,male, 1745-1820.,1795,"The national advocates, a poem. Affectionately inscribed to the Honourable Thomas Erskine, and Vicary Gibbs, Esquire",,34
K039855.000,,,,Free,"White, Gilbert, 1720-1793.",White, Gilbert, Gilbert, 1720-1793.,1789,"The natural history and antiquities of Selborne, in the county of Southampton: with engravings, and an appendix",,495
K039863.000,,,,Free,"White, Gilbert, 1720-1793.",White, Gilbert, Gilbert, 1720-1793.,1795,"A naturalist's calendar, with observations in various branches of natural history; extracted from the papers of the late Rev. Gilbert White,",,172
K040190.000,,,,Free,"More, Hannah, 1745-1833.; More, Hannah, 1745-1833.",More, Hannah,female," 1745-1833.; More, Hannah, 1745-1833.",1797,"Friendly advice. In a letter from Mrs. Heartwhole, to Dame Nicholls, ... on her fears of the French invasion",,8
K040424.000,,,,Free,"Bailey, J. (John), 1750-1819.; Culley, George, 1735-1813.",Bailey, J. (John), J. (John)," 1750-1819.; Culley, George, 1735-1813.",1797,"General view of the agriculture of the county of Northumberland: with observations on the means of its improvement; drawn up for the consideration of the Board of Agriculture and Internal Improvement, by J. Bailey and G. Culley.",,319
K040440.000,,,,Free,"Rennie, George, 1749-1828.; Brown, Robert, 1757-1831.; Shirreff, John, 1759-1818.",Rennie, George,male," 1749-1828.; Brown, Robert, 1757-1831.; Shirreff, John, 1759-1818.",1794,"General view of the agriculture of the West Riding of Yorkshire: with observations on the means of its improvement. By Messrs. Rennie, Broun, and Shirreff. Drawn up for the consideration of the Board of Agriculture and Internal Improvement.",,138
K040623.000,,,,Free,"Gilpin, William, 1724-1804.",Gilpin, William,male, 1724-1804.,1795,"Life of William Baker: with his funeral sermon, by the Rev. Mr. Gilpin.",,24
K040857.000,,,,Free,"Gilpin, William, 1724-1804.",Gilpin, William,male, 1724-1804.,1798,"Moral contrasts: or, the power of religion exemplified under different characters. By William Gilpin,",,234
K041482.000,,,,Free,"Brand, Hannah, d. 1821.",Brand, Hannah,female, d. 1821.,1798,Plays and poems: by Miss Hannah Brand.,,433
K041503.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"The plum-cakes; or, the farmer and his three sons",,8
K042690.000,,,,Free,"Francis, Philip, Sir, 1740-1818.",Francis, Philip,male," Sir, 1740-1818.",1796,"Proceedings in the House of Commons on the slave trade, and state of the negroes in the West India islands. With an appendix. By Philip Francis, Esq",,107
K042710.000,,,,Free,"Waldron, F. G. (Francis Godolphin), 1744-1818.",Waldron, F. G. (Francis Godolphin), F. G. (Francis Godolphin), 1744-1818.,1794,"The prodigal. A dramatic piece. As performed at the Theatre-Royal, in the Hay-Market, December 2, 1793",,35
K042986.000,,,,Free,"Spence, Thomas, 1750-1814.",Spence, Thomas,male, 1750-1814.,1793,The rights of man: first published in the year 1783.,,1
K043181.000,,,,Free,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",Dudley, H. Bate,male," Sir (Henry Bate), 1745-1824.",1794,"The travellers in Switzerland: A comic opera, in three acts: as performed at the Theatre Royal, Covent Garden. By Mr. Bate Dudley.",,84
K043182.000,,,,Free,"Glover, Richard, 1712-1785.",Glover, Richard,male, 1712-1785.,1799,"Jason; a tragedy: in five acts. By R. Glover, ...",,87
K043186.000,,,,Free,"Inchbald, Mrs., 1753-1821.",Inchbald, Mrs.,female, 1753-1821.,1794,"The wedding day: a comedy; in two acts. As performed at the Theatre Royal, Drury Lane. By Mrs. Inchbald.",,47
K043195.000,,,,Free,"Holman, J. G. (Joseph George), 1764-1817.",Holman, J. G. (Joseph George), J. G. (Joseph George), 1764-1817.,1799,"The Red-Cross Knights: A play, in five acts. As performed at the Theatre-Royal, Hay-Market. Founded on The robbers of Schiller. By J. G. Holman.",,71
K043199.000,,,,Free,"Holcroft, Thomas, 1745-1809.",Holcroft, Thomas,male, 1745-1809.,1798,"Knave, or not?: A comedy: in five acts. As performed at the Theatre Royal, Drury-Lane. By Thomas Holcroft.",,97
K043204.000,,,,Free,"Holcroft, Thomas, 1745-1809.",Holcroft, Thomas,male, 1745-1809.,1794,"Love's frailties: a comedy in five acts, as performed at the Theatre Royal, Covent-Garden. By Thomas Holcroft.",,86
K043880.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1790,Reflections on the Revolution in France: and on the proceedings in certain societies in London relative to that event. In a letter intended to have been sent to a gentleman in Paris. By the Right Honourable Edmund Burke.,,359
K044072.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1793,"Remarks on the speech of M. Dupont: made in The National Convention of France, on the subjects of religion and public education. By Hannah More.",,63
K044551.000,,,,Free,"Paley, William, 1743-1805.",Paley, William,male, 1743-1805.,1795,"A sermon preached at the Assizes at Durham July 29th, 1795; ... By William Paley,",,18
K044883.000,,,,Free,"Murphy, Arthur, 1727-1805.",Murphy, Arthur,male, 1727-1805.,1791,"Seventeen hundred and ninety-one: a poem, in imitation of the thirteenth satire of Juvenal. By Arthur Murphy, Esq.",,38
K044918.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1795,The shepherd of Salisbury-Plain. Part I; Shepherd of Salisbury-Plain.,,23
K045312.001,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1799,Strictures on the modern system of female education: ... By Hannah More. In two volumes. ...,,295
K045312.002,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1799,Strictures on the modern system of female education: ... By Hannah More. In two volumes. ...,,331
K045342.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1790,"Substance of the speech of the Right Honourable Edmund Burke, in thr [sic] debate on the army estimates, in the House of Commons, on Tuesday, the 9th day of February, 1790. Comprehending a discussion of the present situation of affairs in France",,37
K045376.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1795,"Sunday reading. Bear ye one another's burthens: or, the valley of tears: a vision.",,8
K045394.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,Sunday reading. On carrying religion into the common business of life,,16
K045417.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,Sunday reading. The grand assizes: or general goal delivery.,,13
K045423.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"Sunday reading. The history of the two wealthy farmers; or a new dialogue, between Mr. Bragwell and Mr. Worthy. Part IV; Two wealthy farmers; or, the history of Mr. Bragwell. Part IV",,15
K045428.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,Sunday reading. The pilgrims. An allegory,,16
K045429.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"Sunday reading. The servant man turned soldier; or, the fair weather Christian, A parable",,15
K045433.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"Sunday reading. The strait gate and the broad way, being the second part of the valley of tears",,15
K045439.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,The Sunday school,,15
K046060.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"Tawny Rachel, or, the fortune teller; with some account of dreams, omens and conjurers",,15
K046182.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1797,A third letter to a Member of the present Parliament: on the proposals for peace with the regicide directory of France. By the late Right Hon. Edmund Burke.,,174
K046275.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1796,Thoughts on the prospect of a regicide peace: in a series of letters.,,136
K046304.000,,,,Free,"Burke, Edmund, 1729-1797.",Burke, Edmund,male, 1729-1797.,1797,"Three memorials on French affairs: Written in the years 1791, 1792 and 1793. By the late Right Hon. Edmund Burke.",,243
K046614.000,,,,Free,"Wollstonecraft, Mary, 1759-1797.",Wollstonecraft, Mary,female, 1759-1797.,1792,A vindication of the rights of woman: with strictures on political and moral subjects. By Mary Wollstonecraft.,,469
K046628.000,,,,Free,"Waldron, F. G. (Francis Godolphin), 1744-1818.",Waldron, F. G. (Francis Godolphin), F. G. (Francis Godolphin), 1744-1818.,1797,"The virgin queen, a drama in five acts; attempted as a sequel to Shakespeare's Tempest",,92
K046809.000,,,,Free,"Famine, Citizen.",Famine, Citizen., Citizen.,,1793,Le tocsin! or the address of Citizen Famine!!! to the oppressors of his counry. [sic],,8
K046841.000,,,,Free,"Cowley, Mrs. (Hannah), 1743-1809.",Cowley, Mrs. (Hannah), Mrs. (Hannah), 1743-1809.,1795,"The town before you, a comedy: as acted at the Theatre-Royal, Covent-Garden. By Mrs. Cowley.",,115
K047175.000,,,,Free,"More, Hannah, 1745-1833.",More, Hannah,female, 1745-1833.,1796,"Turn the carpet; or, the two weavers: a new song in a dialogue between Dick and John.",,7
