TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
"Observations, relative chiefly to picturesque beauty, made in the year 1772: on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. ... By William Gilpin, ...","Gilpin, William, 1724-1804.",1786.,London :,"printed for R. Blamire,",004863362,T98998,CW104011451,K079641.002,CW3304484462
"A poetical epistle from the late Lord Melcombe to the Earl of Bute: with corrections, by the author of the Night thoughts:","Dodington, George Bubb, Baron of Melcombe Regis, 1691-1762.",1776.,London :,"printed for T. Becket,",004807425,T4173,CW112997301,K022229.000,CW3312997301
An answer to the L--d H----sham's speech: By Daniel D'Foe.,"Defoe, Daniel, 1661?-1731.",1705],[London :,"printed in the year,",004777763,N2191,CW106096841,K001439.000,CW3306096841
"An account of the mechanism of the eye: Wherein its power of refracting the rays of light, and causing them to converge at the retina, is consider'd: ... By John Taylor, ...","Taylor, John, 1703-1772.",1727.,Norwich :,"printed by Henry Cross-grove, and sold by the booksellers of London and Norwich,",004861630,T96756,CW106558733,K077907.000,CW3306558733
"The history of Hindostan: from the earliest account of time, to the death of Akbar; translated from the Persian of Mahummud Casim Ferishta of Delhi: ... With an appendix, containing the history of the Mogul empire, from its decline in the reign of Mahummud Shaw, to the present times. By Alexander Dow. ...","Firishtah, Muḥammad Qāsim Hindū Shāh Astarābādī.",1768.,London :,"printed for T. Becket and P. A. de Hondt,",004858007,T91573,CW103119160,K074278.001,CW3303119160
"Ye true-born Englishmen proceed: Our trifling crimes detect, ...","Defoe, Daniel, 1661?-1731.",1701],"[London,",,004844591,T71763,CW112140997,K060836.000,CW3312140997
The female advocate: or an attempt to recover the rights of women from male usurpation. By Mary Anne Radcliffe.,"Radcliffe, Mary Ann, 1745?-1810.",1799.,London :,"printed for Vernor and Hood,",004883163,T124723,CW105122923,K099481.000,CW3305122923
"The life of John Buncle: Esq; containing various observations and reflections, made in several parts of the world; and many extraordinary relations.","Amory, Thomas, 1691?-1788?",1756.,London :,"printed for J. Noon,",004870786,T108506,CW109147609,K087079.000,CW3309147609
"The history of the decline and fall of the Roman Empire: By Edward Gibbon, Esq; ...","Gibbon, Edward, 1737-1794.",1783.,London :,"printed for W. Strahan; and T. Cadell,",004848826,T78366,CW100611167,K065082.002,CW3300409632
"Longsword, Earl of Salisbury: An historical romance. In two volumes. ...","Leland, Thomas, 1722-1785.",1766.,Dublin :,"printed by George Faulkner,",004878996,T118910,CW111998002,K095313.002,CW3311998093
An essay on satire: occasion'd by the death of Mr. Pope.,"Brown, John, 1715-1766.",1745.,London :,"printed for R. Dodsley,",004802236,T33340,CW124744283,K036062.000,CW3324744283
"Fontainbleau; or, our way in France: A comic opera, in three acts. As performed at the Theatres-Royal in Covent-Garden. and Smock-Alley. Written by J. O'Keefe, Esq. The music selected and composed by William Sheild.","O'Keeffe, John, 1747-1833.",1785.,Dublin :,"printed for W. Wilson,",004787398,N6903,CW107944955,K004179.000,CW3307944955
"The mercer, or fatal extravagance: being a true narrative of the life of Mr. Wm. Dennis. Mercer, in Cheapside, London. ... Written by Mrs. Charke,:","Charke, Charlotte, 1713-1760.",[1755?],London :,"Bailey, printer,",004842866,T69297,CW100126269,K059103.000,CW3300126269
"A dissertation on the gout: and all chronic diseases, jointly considered, as proceeding from the same causes; what those causes are; and a rational and natural method of cure proposed. Addressed to all invalids. By William Cadogan, ...","Cadogan, William, 1711-1797.",1771.,London :,"printed for J. Dodsley,",004798813,T28054,CW109050226,K033011.000,CW3309050226
"The royal garland, a new occasional interlude, in honour of his Danish Majesty: Set to music by Mr. Arnold, and performed at the Theatre Royal, Covent-Garden.","Bickerstaff, Isaac, 1735-1812.",1768.,London :,"printed for T. Becket and P. A. de Hondt,",004899921,T45281,CW106438863,K043092.000,CW3306438863
"The natural history of British shells: ... By E. Donovan, ...","Donovan, E. (Edward), 1768-1837.",1799-1803.,London :,"printed for the author, and for F. and C. Rivington,",004797759,T26350,CW108527500,K032080.005,CW3308362386
"A sermon preach'd at Queen-street chapel, and St. Paul's, Covent-Garden: on Friday the 17th of February, 1758. ... By the Rev. Thomas Francklin, ...","Francklin, Thomas, 1721-1784.",1758.,London :,"printed for R. Francklin,",004798205,T27111,CW118280288,K032473.000,CW3318280288
"The voyages and adventures of Captain Robert Boyle: in several parts of the world. Intermix'd with the story of Mrs. Villars, an English lady with whom he made his surprizing escape from Barbary; the history of an Italian captive; and the life of Don Pedro Aquilio, &c. ... To which is added, the voyage, shipwreck, and miraculous preservation, of Richard Castelman, ...","Chetwood, W. R. (William Rufus), d. 1766.",1726.,London :,"printed for John Watts, at the printing-office in Wild-Court, near Lincolns-Inn Fields,",004896127,T144534,CW112212382,K112507.000,CW3312212382
"An essay on the character of Hamlet: As performed by Mr. Henderson, at the Theatre Royal in the Hay-Market.","Pilon, Frederick, 1750-1788.",[1777],London :,"printed for W. Flexney,",004846613,T74605,CW114331480,K062861.000,CW3314331480
"The siege of Troy: or, famous Trojan horse, a grand heroic, ... spectacle, in two parts, ... as performing ... at the new amphitheatre of arts, Westminster-bridge, under the immediate direction ... of Mr. Astley, jun.","O'Keeffe, John, 1747-1833.",1795.,London :,"printed by H. Pace,",004778553,N23252,CW110734233,K013509.000,CW3310734233
"A letter to the Honourable Thomas Erskine: on the prosecution of Thomas Williams, for publishing The age of reason. ...","Paine, Thomas, 1737-1809.",1797.,Paris :,"printed for the author,",004809418,T5856,CW111673891,K023272.000,CW3311673891
The ghost: By the author.,"Churchill, Charles, 1731-1764.",1762.,London :,"printed for the author, and sold by William Flexney,",004796563,T226,CW117025254,K019945.000,CW3317025254
The view of Hindoostan.:,"Pennant, Thomas, 1726-1798.",1798-1800.,London :,"printed by Henry Hughs,",004897129,T145965,CW102877464,K113510.004,CW3302878475
Poems:,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1773.,London :,"printed for Joseph Johnson,",004796832,T236,CW116666942,K019955.000,CW3316666942
"Admiral Hosier's ghost: To the tune of, Come and listen to my ditty.","Glover, Richard, 1712-1785.",1740.,London :,"printed for Mr. Webb,",004875989,T115293,CW113538096,K092301.000,CW3313538096
"A letter to George Washington: on the subject of the late treaty concluded between Great-Britain and the United States of America, including other matters. By Thomas Paine, ...","Paine, Thomas, 1737-1809.",1797.,London :,"Philadelphia printed. London: reprinted for T. Williams,",004809407,T5844,CW104144685,K023262.000,CW3304144685
"Who's the dupe?: A farce: as it is acted at the Theatre-Royal in Drury-Lane. By Mrs. Cowley, ...","Cowley, Mrs. (Hannah), 1743-1809.",1779.,London :,"printed for J. Dodsley, L. Davis, W. Owen, S. Crowder, T. Longman [and 3 others in London, including Newbery],",004783012,N36616,CW113889850,K017108.000,CW3313889850
"The cobler: or, a wife of ten thousand. A ballad opera. In two acts. As it is performed at the Theatre-Royal, Drury-Lane.","Dibdin, Charles, 1745-1814.",1774.,London :,"printed for T. Becket,",004852015,T83743,CW115469194,K068278.000,CW3315469194
"The life and opinions of Tristram Shandy, gentleman: ...","Sterne, Laurence, 1713-1768.",1760.,London :,"printed for R. and J. Dodsley,",004792564,T14790,CW110887383,K027697.001,CW3310887383
All in the wrong: A comedy. As it is acted at the Theatre-Royal in Drury-Lane. By Mr. Murphy.,"Murphy, Arthur, 1727-1805.",1761.,London :,"printed for P. Vaillant,",004795754,T21236,CW111705458,K030424.000,CW3311705458
The conduct of Christians made the sport of infidels: In a letter from a Turkish merchant at Amsterdam to the Grand Mufti at Constantinople: ...,"Defoe, Daniel, 1661?-1731.",1717.,London :,"printed for S. Baker,",004842924,T69379,CW118369949,K059161.000,CW3318369949
An essay on the suretiship of Christ. In two parts. Part I. The doctrine stated. Part II. Objections answered. By Samuel Richardson:,"Richardson, Samuel, d. 1805.",1796.,Chester :,"printed by C. W. Leadbeater, for the author; and sold by W. Button; T. Knott, London; Leadbeater, and the author, Chester; Morrison, Perth; and Gillies, Glasgow,",004818520,T182073,CW123417711,K122645.000,CW3323417711
"A supplement to Hutton's arithmetic: containing the solutions, at full length, of the promiscuous collection of questions proposed in that work. By the author:","Hutton, Charles, 1737-1823.",1778.,London :,"printed for G. Robinson and R. Baldwin,",004831581,T53058,CW106612051,K047797.000,CW3306612051
"The basset-table: A comedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. By the author of The gamester.","Centlivre, Susanna, 1667?-1723.",1706 [1705],London :,"printed for William Turner at the Angel at Lincolns-Inn-Back-Gate; and sold by J. Nutt near Stationers-Hall,",004787500,N71,CW106500660,K000039.000,CW3306500660
The tears of Amaryllis for Amyntas. A pastoral: Lamenting the death of the late Lord Marquis of Blanford. ... By Mr. Congreve.,"Congreve, William, 1670-1729.",1703.,London :,"printed for Jacob Tonson,",004792348,T14538,CW110255605,K027505.000,CW3310255605
"An easy way to prolong life: by a little attention to what we eat and drink: containing, a chemical analysis, or, an enquiry into the nature and properties, of all kinds of food; ... Collected from the authorities of some of our ablest physicians. By a medical gentleman.","Trusler, John, 1735-1820.",[1775?],London :,"printed for the author, and sold by J. Bell,",004832790,T54922,CW107367189,K049006.000,CW3307367189
"A sermon preached at the Parish-church of St. Anne, Westminster: on Thursday, May the 10th, 1758. before the governors of the Middlesex-Hospital, ... By Thomas Francklin, ...","Francklin, Thomas, 1721-1784.",1758.,London :,"printed in the year,",004865475,T101624,CW119114539,K081759.000,CW3319114539
"An essay upon prints: containing remarks upon the principles of picturesque beauty, the different kinds of prints, and the characters of the most noted masters; ...","Gilpin, William, 1724-1804.",1768.,London :,"printed for J. Robson,",004859666,T94038,CW107306173,K075940.000,CW3307306173
"Tony Lumpkin in town: a farce. As performed at the Theatre-Royal in the Hay-Market. By J. Keeffe, ...","O'Keeffe, John, 1747-1833.",1780.,London :,"printed for T. Cadell,",004832005,T53655,CW110068268,K048221.000,CW3310068268
"Journal of Captain Cook's last voyage, to the Pacific Ocean: on Discovery: performed in the years 1776, 1777, 1778, 1779, and 1780. Illustrated with cuts, and a chart, ...","Rickman, John.",1785.,London :,"printed for E. Newbery,",004895036,T142050,CW101311176,K111411.000,CW3301311176
"A sermon preach'd at the parish church of St. Peter's Cornhill; on the Sunday after the late dreadful fire in that neighbourhood. By Thomas Francklin,:","Francklin, Thomas, 1721-1784.",1748.,London :,"printed for R. Francklin,",004810204,T8434,CW118444811,K024142.000,CW3318444811
A dissertation on antient tragedy:,"Francklin, Thomas, 1721-1784.",1760],"[London?,",,004847790,T76763,CW112276820,K064046.000,CW3312276820
"The Spanish lady, a musical entertainment: in two acts; founded on the plan of the old ballad. As performed at the Theatre-Royal in Covent-Garden.","Hull, Thomas, 1728-1808.",[1765?],London :,"printed for the author,",004778967,N23987,CW112079632,K013872.000,CW3312079632
"Oculus Britanniæ: an heroi-panegyrical poem on the university of Oxford. Illustrated with divers beautiful similes, and useful digressions.","Amhurst, N. (Nicholas), 1697-1742.",1724.,London :,"printed for R. Francklin,",004859352,T93645,CW114673272,K075625.000,CW3314673272
"Two poems: viz. I. On the deluge, paradise, the burning of the world, and of the new heavens and new earth. An ode to. Dr. Burnett. II. In praise of physic and poetry. An ode to Dr. Hannes. Written by Mr. Addison.","Addison, Joseph, 1672-1719.",1718.,London :,"printed for E. Curll,",004846762,T75001,CW113730663,K063010.000,CW3313730663
"A short account of the nature and properties of different kinds of airs: so far as relates to their medicinal use; intended as an introduction to the pneumatic method of treating diseases, ... By Richard Pearson, ...","Pearson, Richard, 1765-1836.",1795.,Birmingham :,"printed by Thomas Pearson. Sold by R. Baldwin, London,",004778073,N22487,CW108207236,K013093.000,CW3308207236
"The lives of John Trueman, Richard Atkins, &c:","Gilpin, William, 1724-1804.",1793.,London :,"printed for R. Blamire,",004857184,T90495,CW120640638,K073454.000,CW3320640638
"The bastard: A poem, inscribed with all due reverence to Mrs. Bret, once Countess of Macclesfield. By Richard Savage, son of the late Earl Rivers.","Savage, Richard, d. 1743.",1728.,Dublin :,"printed by S. Powell, for T. Benson, and P. Crampton,",004814111,T164379,CW117095272,K118217.000,CW3317095272
"Sermons, by Alexander Gerard, D.D.:","Gerard, Alexander, 1728-1795.",1780-82.,London :,"printed for Charles Dilly,",004857836,T91336,CW118248282,K074107.002,CW3318339020
